#x   y   Nzliczen
-4.85	3.45	577
-4.85	3.55	542
-4.85	3.65	591
-4.85	3.75	553
-4.85	3.85	577
-4.85	3.95	555
-4.85	4.05	573
-4.85	4.15	618
-4.85	4.25	577
-4.85	4.35	557
-4.85	4.45	580
-4.85	4.55	549
-4.85	4.65	566
-4.85	4.75	583
-4.85	4.85	608
-4.85	4.95	614
-4.75	-4.95	545
-4.75	-4.85	558
-4.75	-4.75	553
-4.75	-4.65	569
-4.75	-4.55	560
-4.75	-4.45	545
-4.75	-4.35	545
-4.75	-4.25	570
-4.75	-4.15	585
-4.75	-4.05	585
-4.75	-3.95	566
-4.75	-3.85	516
-4.75	-3.75	561
-4.75	-3.65	521
-4.75	-3.55	497
-4.75	-3.45	576
-4.75	-3.35	579
-4.75	-3.25	598
-4.75	-3.15	532
-4.75	-3.05	584
-4.75	-2.95	577
-4.75	-2.85	554
-4.75	-2.75	560
-4.75	-2.65	562
-4.75	-2.55	593
-4.75	-2.45	545
-4.75	-2.35	587
-4.75	-2.25	558
-4.75	-2.15	566
-4.75	-2.05	579
-4.75	-1.95	581
-4.75	-1.85	550
-4.75	-1.75	583
-4.75	-1.65	538
-4.75	-1.55	563
-4.75	-1.45	587
-4.75	-1.35	564
-4.75	-1.25	572
-4.75	-1.15	573
-4.75	-1.05	607
-4.75	-0.95	568
-4.75	-0.85	611
-4.75	-0.75	553
-4.75	-0.65	559
-4.75	-0.55	553
-4.75	-0.45	596
-4.75	-0.35	636
-4.75	-0.25	552
-4.75	-0.15	554
-4.75	-0.05	559
-4.75	0.05	587
-4.75	0.15	574
-4.75	0.25	538
-4.75	0.35	578
-4.75	0.45	550
-4.75	0.55	563
-4.75	0.65	556
-4.75	0.75	571
-4.75	0.85	541
-4.75	0.95	572
-4.75	1.05	546
-4.75	1.15	569
-4.75	1.25	585
-4.75	1.35	551
-4.75	1.45	510
-4.75	1.55	588
-4.75	1.65	599
-4.75	1.75	548
-4.75	1.85	566
-4.75	1.95	626
-4.75	2.05	616
-4.75	2.15	572
-4.75	2.25	551
-4.75	2.35	534
-4.75	2.45	556
-4.75	2.55	589
-4.75	2.65	595
-4.75	2.75	598
-4.75	2.85	594
-4.75	2.95	526
-4.75	3.05	557
-4.75	3.15	594
-4.75	3.25	555
-4.75	3.35	577
-4.75	3.45	594
-4.75	3.55	603
-4.75	3.65	558
-4.75	3.75	555
-4.75	3.85	555
-4.75	3.95	565
-4.75	4.05	551
-4.75	4.15	599
-4.75	4.25	578
-4.75	4.35	561
-4.75	4.45	592
-4.75	4.55	586
-4.75	4.65	572
-4.75	4.75	577
-4.75	4.85	526
-4.75	4.95	560
-4.65	-4.95	579
-4.65	-4.85	550
-4.65	-4.75	539
-4.65	-4.65	574
-4.65	-4.55	561
-4.65	-4.45	563
-4.65	-4.35	562
-4.65	-4.25	527
-4.65	-4.15	579
-4.65	-4.05	541
-4.65	-3.95	559
-4.65	-3.85	521
-4.65	-3.75	564
-4.65	-3.65	606
-4.65	-3.55	538
-4.65	-3.45	526
-4.65	-3.35	613
-4.65	-3.25	616
-4.65	-3.15	600
-4.65	-3.05	556
-4.65	-2.95	586
-4.65	-2.85	541
-4.65	-2.75	527
-4.65	-2.65	585
-4.65	-2.55	571
-4.65	-2.45	575
-4.65	-2.35	589
-4.65	-2.25	590
-4.65	-2.15	567
-4.65	-2.05	594
-4.65	-1.95	530
-4.65	-1.85	602
-4.65	-1.75	548
-4.65	-1.65	546
-4.65	-1.55	572
-4.65	-1.45	565
-4.65	-1.35	588
-4.65	-1.25	611
-4.65	-1.15	559
-4.65	-1.05	527
-4.65	-0.95	561
-4.65	-0.85	603
-4.65	-0.75	555
-4.65	-0.65	542
-4.65	-0.55	536
-4.65	-0.45	584
-4.65	-0.35	570
-4.65	-0.25	534
-4.65	-0.15	572
-4.65	-0.05	562
-4.65	0.05	568
-4.65	0.15	610
-4.65	0.25	565
-4.65	0.35	575
-4.65	0.45	552
-4.65	0.55	589
-4.65	0.65	578
-4.65	0.75	555
-4.65	0.85	586
-4.65	0.95	609
-4.65	1.05	567
-4.65	1.15	636
-4.65	1.25	578
-4.65	1.35	578
-4.65	1.45	580
-4.65	1.55	545
-4.65	1.65	543
-4.65	1.75	571
-4.65	1.85	531
-4.65	1.95	606
-4.65	2.05	556
-4.65	2.15	525
-4.65	2.25	599
-4.65	2.35	588
-4.65	2.45	555
-4.65	2.55	574
-4.65	2.65	579
-4.65	2.75	552
-4.65	2.85	569
-4.65	2.95	543
-4.65	3.05	561
-4.65	3.15	531
-4.65	3.25	528
-4.65	3.35	580
-4.65	3.45	590
-4.65	3.55	567
-4.65	3.65	581
-4.65	3.75	596
-4.65	3.85	559
-4.65	3.95	607
-4.65	4.05	557
-4.65	4.15	583
-4.65	4.25	562
-4.65	4.35	599
-4.65	4.45	567
-4.65	4.55	578
-4.65	4.65	545
-4.65	4.75	573
-4.65	4.85	600
-4.65	4.95	561
-4.55	-4.95	573
-4.55	-4.85	606
-4.55	-4.75	581
-4.55	-4.65	538
-4.55	-4.55	587
-4.55	-4.45	592
-4.55	-4.35	605
-4.55	-4.25	557
-4.55	-4.15	582
-4.55	-4.05	596
-4.55	-3.95	542
-4.55	-3.85	567
-4.55	-3.75	614
-4.55	-3.65	558
-4.55	-3.55	611
-4.55	-3.45	569
-4.55	-3.35	618
-4.55	-3.25	582
-4.55	-3.15	564
-4.55	-3.05	569
-4.55	-2.95	616
-4.55	-2.85	566
-4.55	-2.75	542
-4.55	-2.65	542
-4.55	-2.55	580
-4.55	-2.45	555
-4.55	-2.35	550
-4.55	-2.25	576
-4.55	-2.15	571
-4.55	-2.05	564
-4.55	-1.95	585
-4.55	-1.85	573
-4.55	-1.75	553
-4.55	-1.65	583
-4.55	-1.55	582
-4.55	-1.45	549
-4.55	-1.35	568
-4.55	-1.25	564
-4.55	-1.15	629
-4.55	-1.05	576
-4.55	-0.95	600
-4.55	-0.85	589
-4.55	-0.75	570
-4.55	-0.65	580
-4.55	-0.55	539
-4.55	-0.45	545
-4.55	-0.35	584
-4.55	-0.25	558
-4.55	-0.15	591
-4.55	-0.05	586
-4.55	0.05	601
-4.55	0.15	624
-4.55	0.25	577
-4.55	0.35	571
-4.55	0.45	604
-4.55	0.55	542
-4.55	0.65	574
-4.55	0.75	570
-4.55	0.85	547
-4.55	0.95	556
-4.55	1.05	576
-4.55	1.15	572
-4.55	1.25	559
-4.55	1.35	624
-4.55	1.45	601
-4.55	1.55	532
-4.55	1.65	628
-4.55	1.75	572
-4.55	1.85	589
-4.55	1.95	592
-4.55	2.05	574
-4.55	2.15	533
-4.55	2.25	598
-4.55	2.35	607
-4.55	2.45	557
-4.55	2.55	593
-4.55	2.65	572
-4.55	2.75	578
-4.55	2.85	574
-4.55	2.95	539
-4.55	3.05	627
-4.55	3.15	572
-4.55	3.25	591
-4.55	3.35	575
-4.55	3.45	570
-4.55	3.55	547
-4.55	3.65	577
-4.55	3.75	531
-4.55	3.85	562
-4.55	3.95	589
-4.55	4.05	540
-4.55	4.15	569
-4.55	4.25	580
-4.55	4.35	575
-4.55	4.45	619
-4.55	4.55	582
-4.55	4.65	584
-4.55	4.75	586
-4.55	4.85	556
-4.55	4.95	570
-4.45	-4.95	598
-4.45	-4.85	606
-4.45	-4.75	585
-4.45	-4.65	576
-4.45	-4.55	571
-4.45	-4.45	571
-4.45	-4.35	579
-4.45	-4.25	574
-4.45	-4.15	571
-4.45	-4.05	637
-4.45	-3.95	523
-4.45	-3.85	630
-4.45	-3.75	608
-4.45	-3.65	530
-4.45	-3.55	592
-4.45	-3.45	616
-4.45	-3.35	588
-4.45	-3.25	601
-4.45	-3.15	619
-4.45	-3.05	554
-4.45	-2.95	523
-4.45	-2.85	574
-4.45	-2.75	549
-4.45	-2.65	582
-4.45	-2.55	520
-4.45	-2.45	571
-4.45	-2.35	591
-4.45	-2.25	589
-4.45	-2.15	557
-4.45	-2.05	588
-4.45	-1.95	550
-4.45	-1.85	563
-4.45	-1.75	549
-4.45	-1.65	613
-4.45	-1.55	526
-4.45	-1.45	606
-4.45	-1.35	545
-4.45	-1.25	539
-4.45	-1.15	577
-4.45	-1.05	610
-4.45	-0.95	588
-4.45	-0.85	540
-4.45	-0.75	583
-4.45	-0.65	544
-4.45	-0.55	593
-4.45	-0.45	566
-4.45	-0.35	554
-4.45	-0.25	562
-4.45	-0.15	599
-4.45	-0.05	562
-4.45	0.05	572
-4.45	0.15	598
-4.45	0.25	584
-4.45	0.35	546
-4.45	0.45	586
-4.45	0.55	578
-4.45	0.65	589
-4.45	0.75	588
-4.45	0.85	561
-4.45	0.95	597
-4.45	1.05	596
-4.45	1.15	580
-4.45	1.25	559
-4.45	1.35	598
-4.45	1.45	585
-4.45	1.55	592
-4.45	1.65	564
-4.45	1.75	610
-4.45	1.85	562
-4.45	1.95	596
-4.45	2.05	542
-4.45	2.15	554
-4.45	2.25	564
-4.45	2.35	608
-4.45	2.45	588
-4.45	2.55	550
-4.45	2.65	534
-4.45	2.75	595
-4.45	2.85	544
-4.45	2.95	602
-4.45	3.05	573
-4.45	3.15	573
-4.45	3.25	570
-4.45	3.35	572
-4.45	3.45	561
-4.45	3.55	589
-4.45	3.65	590
-4.45	3.75	598
-4.45	3.85	564
-4.45	3.95	567
-4.45	4.05	550
-4.45	4.15	535
-4.45	4.25	615
-4.45	4.35	532
-4.45	4.45	596
-4.45	4.55	582
-4.45	4.65	562
-4.45	4.75	587
-4.45	4.85	556
-4.45	4.95	578
-4.35	-4.95	591
-4.35	-4.85	605
-4.35	-4.75	574
-4.35	-4.65	578
-4.35	-4.55	613
-4.35	-4.45	590
-4.35	-4.35	594
-4.35	-4.25	596
-4.35	-4.15	557
-4.35	-4.05	658
-4.35	-3.95	620
-4.35	-3.85	595
-4.35	-3.75	557
-4.35	-3.65	579
-4.35	-3.55	598
-4.35	-3.45	582
-4.35	-3.35	584
-4.35	-3.25	575
-4.35	-3.15	596
-4.35	-3.05	642
-4.35	-2.95	583
-4.35	-2.85	655
-4.35	-2.75	622
-4.35	-2.65	598
-4.35	-2.55	579
-4.35	-2.45	567
-4.35	-2.35	573
-4.35	-2.25	546
-4.35	-2.15	595
-4.35	-2.05	620
-4.35	-1.95	603
-4.35	-1.85	565
-4.35	-1.75	563
-4.35	-1.65	599
-4.35	-1.55	564
-4.35	-1.45	579
-4.35	-1.35	603
-4.35	-1.25	566
-4.35	-1.15	578
-4.35	-1.05	590
-4.35	-0.95	586
-4.35	-0.85	604
-4.35	-0.75	587
-4.35	-0.65	542
-4.35	-0.55	554
-4.35	-0.45	610
-4.35	-0.35	576
-4.35	-0.25	610
-4.35	-0.15	600
-4.35	-0.05	596
-4.35	0.05	584
-4.35	0.15	599
-4.35	0.25	594
-4.35	0.35	593
-4.35	0.45	586
-4.35	0.55	610
-4.35	0.65	618
-4.35	0.75	626
-4.35	0.85	563
-4.35	0.95	589
-4.35	1.05	618
-4.35	1.15	569
-4.35	1.25	611
-4.35	1.35	578
-4.35	1.45	603
-4.35	1.55	560
-4.35	1.65	618
-4.35	1.75	581
-4.35	1.85	616
-4.35	1.95	583
-4.35	2.05	592
-4.35	2.15	573
-4.35	2.25	602
-4.35	2.35	570
-4.35	2.45	605
-4.35	2.55	640
-4.35	2.65	566
-4.35	2.75	597
-4.35	2.85	534
-4.35	2.95	569
-4.35	3.05	615
-4.35	3.15	608
-4.35	3.25	586
-4.35	3.35	598
-4.35	3.45	607
-4.35	3.55	626
-4.35	3.65	576
-4.35	3.75	572
-4.35	3.85	608
-4.35	3.95	577
-4.35	4.05	615
-4.35	4.15	593
-4.35	4.25	601
-4.35	4.35	579
-4.35	4.45	564
-4.35	4.55	581
-4.35	4.65	632
-4.35	4.75	529
-4.35	4.85	584
-4.35	4.95	622
-4.25	-4.95	590
-4.25	-4.85	611
-4.25	-4.75	629
-4.25	-4.65	651
-4.25	-4.55	633
-4.25	-4.45	584
-4.25	-4.35	534
-4.25	-4.25	633
-4.25	-4.15	629
-4.25	-4.05	588
-4.25	-3.95	625
-4.25	-3.85	608
-4.25	-3.75	608
-4.25	-3.65	640
-4.25	-3.55	596
-4.25	-3.45	608
-4.25	-3.35	629
-4.25	-3.25	568
-4.25	-3.15	593
-4.25	-3.05	579
-4.25	-2.95	628
-4.25	-2.85	573
-4.25	-2.75	616
-4.25	-2.65	590
-4.25	-2.55	587
-4.25	-2.45	594
-4.25	-2.35	646
-4.25	-2.25	601
-4.25	-2.15	653
-4.25	-2.05	629
-4.25	-1.95	627
-4.25	-1.85	619
-4.25	-1.75	621
-4.25	-1.65	581
-4.25	-1.55	633
-4.25	-1.45	615
-4.25	-1.35	591
-4.25	-1.25	588
-4.25	-1.15	572
-4.25	-1.05	630
-4.25	-0.95	593
-4.25	-0.85	559
-4.25	-0.75	581
-4.25	-0.65	605
-4.25	-0.55	587
-4.25	-0.45	661
-4.25	-0.35	650
-4.25	-0.25	575
-4.25	-0.15	625
-4.25	-0.05	606
-4.25	0.05	614
-4.25	0.15	662
-4.25	0.25	583
-4.25	0.35	639
-4.25	0.45	620
-4.25	0.55	618
-4.25	0.65	610
-4.25	0.75	623
-4.25	0.85	679
-4.25	0.95	623
-4.25	1.05	593
-4.25	1.15	587
-4.25	1.25	600
-4.25	1.35	612
-4.25	1.45	567
-4.25	1.55	605
-4.25	1.65	586
-4.25	1.75	579
-4.25	1.85	596
-4.25	1.95	586
-4.25	2.05	572
-4.25	2.15	614
-4.25	2.25	580
-4.25	2.35	590
-4.25	2.45	603
-4.25	2.55	644
-4.25	2.65	571
-4.25	2.75	603
-4.25	2.85	626
-4.25	2.95	622
-4.25	3.05	559
-4.25	3.15	631
-4.25	3.25	627
-4.25	3.35	608
-4.25	3.45	571
-4.25	3.55	592
-4.25	3.65	610
-4.25	3.75	579
-4.25	3.85	589
-4.25	3.95	593
-4.25	4.05	623
-4.25	4.15	638
-4.25	4.25	562
-4.25	4.35	587
-4.25	4.45	614
-4.25	4.55	610
-4.25	4.65	595
-4.25	4.75	621
-4.25	4.85	586
-4.25	4.95	629
-4.15	-4.95	617
-4.15	-4.85	656
-4.15	-4.75	622
-4.15	-4.65	619
-4.15	-4.55	632
-4.15	-4.45	609
-4.15	-4.35	637
-4.15	-4.25	592
-4.15	-4.15	597
-4.15	-4.05	634
-4.15	-3.95	634
-4.15	-3.85	663
-4.15	-3.75	575
-4.15	-3.65	608
-4.15	-3.55	619
-4.15	-3.45	618
-4.15	-3.35	649
-4.15	-3.25	648
-4.15	-3.15	614
-4.15	-3.05	571
-4.15	-2.95	659
-4.15	-2.85	652
-4.15	-2.75	607
-4.15	-2.65	622
-4.15	-2.55	603
-4.15	-2.45	650
-4.15	-2.35	629
-4.15	-2.25	647
-4.15	-2.15	641
-4.15	-2.05	648
-4.15	-1.95	648
-4.15	-1.85	587
-4.15	-1.75	674
-4.15	-1.65	608
-4.15	-1.55	616
-4.15	-1.45	623
-4.15	-1.35	665
-4.15	-1.25	617
-4.15	-1.15	622
-4.15	-1.05	659
-4.15	-0.95	613
-4.15	-0.85	627
-4.15	-0.75	592
-4.15	-0.65	605
-4.15	-0.55	643
-4.15	-0.45	630
-4.15	-0.35	682
-4.15	-0.25	653
-4.15	-0.15	624
-4.15	-0.05	586
-4.15	0.05	656
-4.15	0.15	642
-4.15	0.25	623
-4.15	0.35	621
-4.15	0.45	593
-4.15	0.55	673
-4.15	0.65	634
-4.15	0.75	676
-4.15	0.85	588
-4.15	0.95	676
-4.15	1.05	614
-4.15	1.15	661
-4.15	1.25	596
-4.15	1.35	670
-4.15	1.45	663
-4.15	1.55	608
-4.15	1.65	595
-4.15	1.75	581
-4.15	1.85	637
-4.15	1.95	630
-4.15	2.05	631
-4.15	2.15	633
-4.15	2.25	656
-4.15	2.35	646
-4.15	2.45	607
-4.15	2.55	587
-4.15	2.65	642
-4.15	2.75	639
-4.15	2.85	657
-4.15	2.95	633
-4.15	3.05	591
-4.15	3.15	599
-4.15	3.25	590
-4.15	3.35	671
-4.15	3.45	658
-4.15	3.55	666
-4.15	3.65	582
-4.15	3.75	652
-4.15	3.85	616
-4.15	3.95	595
-4.15	4.05	632
-4.15	4.15	643
-4.15	4.25	632
-4.15	4.35	656
-4.15	4.45	667
-4.15	4.55	629
-4.15	4.65	606
-4.15	4.75	608
-4.15	4.85	604
-4.15	4.95	589
-4.05	-4.95	673
-4.05	-4.85	666
-4.05	-4.75	640
-4.05	-4.65	658
-4.05	-4.55	657
-4.05	-4.45	632
-4.05	-4.35	690
-4.05	-4.25	612
-4.05	-4.15	677
-4.05	-4.05	632
-4.05	-3.95	633
-4.05	-3.85	657
-4.05	-3.75	641
-4.05	-3.65	581
-4.05	-3.55	709
-4.05	-3.45	669
-4.05	-3.35	654
-4.05	-3.25	693
-4.05	-3.15	634
-4.05	-3.05	665
-4.05	-2.95	613
-4.05	-2.85	620
-4.05	-2.75	655
-4.05	-2.65	638
-4.05	-2.55	642
-4.05	-2.45	649
-4.05	-2.35	621
-4.05	-2.25	670
-4.05	-2.15	634
-4.05	-2.05	672
-4.05	-1.95	652
-4.05	-1.85	621
-4.05	-1.75	614
-4.05	-1.65	644
-4.05	-1.55	644
-4.05	-1.45	588
-4.05	-1.35	615
-4.05	-1.25	664
-4.05	-1.15	619
-4.05	-1.05	668
-4.05	-0.95	603
-4.05	-0.85	673
-4.05	-0.75	590
-4.05	-0.65	624
-4.05	-0.55	639
-4.05	-0.45	645
-4.05	-0.35	693
-4.05	-0.25	634
-4.05	-0.15	656
-4.05	-0.05	649
-4.05	0.05	646
-4.05	0.15	622
-4.05	0.25	647
-4.05	0.35	678
-4.05	0.45	663
-4.05	0.55	676
-4.05	0.65	646
-4.05	0.75	669
-4.05	0.85	681
-4.05	0.95	623
-4.05	1.05	648
-4.05	1.15	666
-4.05	1.25	631
-4.05	1.35	639
-4.05	1.45	651
-4.05	1.55	655
-4.05	1.65	681
-4.05	1.75	623
-4.05	1.85	664
-4.05	1.95	638
-4.05	2.05	650
-4.05	2.15	638
-4.05	2.25	684
-4.05	2.35	676
-4.05	2.45	657
-4.05	2.55	644
-4.05	2.65	667
-4.05	2.75	616
-4.05	2.85	670
-4.05	2.95	631
-4.05	3.05	662
-4.05	3.15	673
-4.05	3.25	635
-4.05	3.35	645
-4.05	3.45	672
-4.05	3.55	672
-4.05	3.65	628
-4.05	3.75	661
-4.05	3.85	648
-4.05	3.95	655
-4.05	4.05	649
-4.05	4.15	618
-4.05	4.25	685
-4.05	4.35	707
-4.05	4.45	630
-4.05	4.55	641
-4.05	4.65	628
-4.05	4.75	685
-4.05	4.85	633
-4.05	4.95	634
-3.95	-4.95	673
-3.95	-4.85	634
-3.95	-4.75	683
-3.95	-4.65	679
-3.95	-4.55	696
-3.95	-4.45	686
-3.95	-4.35	681
-3.95	-4.25	680
-3.95	-4.15	679
-3.95	-4.05	621
-3.95	-3.95	690
-3.95	-3.85	675
-3.95	-3.75	683
-3.95	-3.65	667
-3.95	-3.55	676
-3.95	-3.45	677
-3.95	-3.35	652
-3.95	-3.25	681
-3.95	-3.15	659
-3.95	-3.05	675
-3.95	-2.95	697
-3.95	-2.85	708
-3.95	-2.75	614
-3.95	-2.65	700
-3.95	-2.55	693
-3.95	-2.45	685
-3.95	-2.35	665
-3.95	-2.25	662
-3.95	-2.15	638
-3.95	-2.05	689
-3.95	-1.95	637
-3.95	-1.85	698
-3.95	-1.75	694
-3.95	-1.65	645
-3.95	-1.55	697
-3.95	-1.45	671
-3.95	-1.35	688
-3.95	-1.25	672
-3.95	-1.15	694
-3.95	-1.05	665
-3.95	-0.95	693
-3.95	-0.85	697
-3.95	-0.75	632
-3.95	-0.65	665
-3.95	-0.55	635
-3.95	-0.45	660
-3.95	-0.35	680
-3.95	-0.25	629
-3.95	-0.15	691
-3.95	-0.05	707
-3.95	0.05	637
-3.95	0.15	655
-3.95	0.25	635
-3.95	0.35	667
-3.95	0.45	692
-3.95	0.55	655
-3.95	0.65	679
-3.95	0.75	693
-3.95	0.85	652
-3.95	0.95	652
-3.95	1.05	694
-3.95	1.15	670
-3.95	1.25	634
-3.95	1.35	671
-3.95	1.45	656
-3.95	1.55	655
-3.95	1.65	625
-3.95	1.75	717
-3.95	1.85	690
-3.95	1.95	643
-3.95	2.05	697
-3.95	2.15	649
-3.95	2.25	661
-3.95	2.35	663
-3.95	2.45	711
-3.95	2.55	699
-3.95	2.65	661
-3.95	2.75	696
-3.95	2.85	661
-3.95	2.95	699
-3.95	3.05	663
-3.95	3.15	672
-3.95	3.25	739
-3.95	3.35	676
-3.95	3.45	625
-3.95	3.55	664
-3.95	3.65	677
-3.95	3.75	661
-3.95	3.85	679
-3.95	3.95	683
-3.95	4.05	668
-3.95	4.15	709
-3.95	4.25	670
-3.95	4.35	690
-3.95	4.45	682
-3.95	4.55	679
-3.95	4.65	687
-3.95	4.75	678
-3.95	4.85	684
-3.95	4.95	682
-3.85	-4.95	641
-3.85	-4.85	720
-3.85	-4.75	725
-3.85	-4.65	701
-3.85	-4.55	683
-3.85	-4.45	678
-3.85	-4.35	686
-3.85	-4.25	705
-3.85	-4.15	688
-3.85	-4.05	702
-3.85	-3.95	674
-3.85	-3.85	689
-3.85	-3.75	646
-3.85	-3.65	693
-3.85	-3.55	710
-3.85	-3.45	693
-3.85	-3.35	685
-3.85	-3.25	731
-3.85	-3.15	710
-3.85	-3.05	719
-3.85	-2.95	726
-3.85	-2.85	725
-3.85	-2.75	691
-3.85	-2.65	720
-3.85	-2.55	775
-3.85	-2.45	665
-3.85	-2.35	730
-3.85	-2.25	716
-3.85	-2.15	685
-3.85	-2.05	702
-3.85	-1.95	704
-3.85	-1.85	708
-3.85	-1.75	721
-3.85	-1.65	706
-3.85	-1.55	713
-3.85	-1.45	713
-3.85	-1.35	692
-3.85	-1.25	671
-3.85	-1.15	647
-3.85	-1.05	689
-3.85	-0.95	682
-3.85	-0.85	743
-3.85	-0.75	680
-3.85	-0.65	729
-3.85	-0.55	729
-3.85	-0.45	677
-3.85	-0.35	696
-3.85	-0.25	680
-3.85	-0.15	714
-3.85	-0.05	714
-3.85	0.05	697
-3.85	0.15	669
-3.85	0.25	732
-3.85	0.35	748
-3.85	0.45	690
-3.85	0.55	686
-3.85	0.65	689
-3.85	0.75	708
-3.85	0.85	652
-3.85	0.95	688
-3.85	1.05	698
-3.85	1.15	689
-3.85	1.25	781
-3.85	1.35	729
-3.85	1.45	672
-3.85	1.55	684
-3.85	1.65	697
-3.85	1.75	746
-3.85	1.85	685
-3.85	1.95	661
-3.85	2.05	673
-3.85	2.15	670
-3.85	2.25	725
-3.85	2.35	679
-3.85	2.45	719
-3.85	2.55	704
-3.85	2.65	744
-3.85	2.75	693
-3.85	2.85	700
-3.85	2.95	777
-3.85	3.05	670
-3.85	3.15	714
-3.85	3.25	695
-3.85	3.35	716
-3.85	3.45	727
-3.85	3.55	735
-3.85	3.65	692
-3.85	3.75	713
-3.85	3.85	684
-3.85	3.95	720
-3.85	4.05	728
-3.85	4.15	683
-3.85	4.25	684
-3.85	4.35	702
-3.85	4.45	701
-3.85	4.55	655
-3.85	4.65	714
-3.85	4.75	690
-3.85	4.85	679
-3.85	4.95	695
-3.75	-4.95	731
-3.75	-4.85	730
-3.75	-4.75	728
-3.75	-4.65	708
-3.75	-4.55	737
-3.75	-4.45	713
-3.75	-4.35	783
-3.75	-4.25	732
-3.75	-4.15	772
-3.75	-4.05	702
-3.75	-3.95	728
-3.75	-3.85	737
-3.75	-3.75	713
-3.75	-3.65	733
